ID;MesSiniestro;Marca;Zona;Sexo;EstadoCivil;Edad;Categoria;CostoVehiculo;Fraude;TipoConductor;Modelo;Testigo;Anio;Pago
1166;Abr;Toyota;Urbana;Hombre;Casado;65;Sedan;Bajo;0;1;5mas;No;2022;149.4922298
1167;Abr;Pontiac;Urbana;Hombre;Soltero;32;Sedan;Bajo;0;3;5mas;No;2022;66.27058768
1168;Feb;Toyota;Urbana;Hombre;Casado;33;Sedan;Bajo;1;3;5mas;No;2022;132.9338578
1169;Abr;Toyota;Urbana;Mujer;Casado;30;Sedan;Bajo;0;1;5mas;No;2022;51.70568784
1170;Mar;Honda;Urbana;Mujer;Soltero;23;Deportivo;Alto;0;1;5mas;No;2022;394.53386
1171;Mar;Chevrolet;Urbana;Hombre;Casado;55;Sedan;Medio;0;2;5mas;No;2022;188.2326561
1172;Dic;Chevrolet;Urbana;Hombre;Soltero;35;Sedan;Bajo;0;4;5mas;No;2022;51.4329589
1173;Abr;Toyota;Rural;Hombre;Casado;41;Deportivo;Bajo;0;4;5mas;No;2022;152.6032479
1174;Abr;Toyota;Rural;Mujer;Casado;45;Deportivo;Bajo;0;2;5mas;No;2022;77.06483095
1175;May;Pontiac;Urbana;Hombre;Soltero;43;Deportivo;Bajo;0;2;5mas;No;2022;140.7863333
1176;May;Toyota;Urbana;Hombre;Casado;42;Sedan;Bajo;0;3;5mas;No;2022;166.04643
1177;May;Pontiac;Rural;Hombre;Casado;52;Sedan;Bajo;0;2;5mas;No;2022;106.0234852
1178;Jun;Toyota;Rural;Hombre;Soltero;43;Sedan;Bajo;0;4;5mas;No;2022;190.1383641
1179;Ago;Honda;Urbana;Mujer;Soltero;16;Deportivo;Alto;0;3;3y;No;2022;41.52405712
1180;Sep;Honda;Urbana;Hombre;Casado;47;Deportivo;Alto;0;1;5mas;No;2022;249.8422637
1181;Oct;Pontiac;Urbana;Hombre;Soltero;44;Deportivo;Bajo;0;2;5mas;No;2022;71.7354355
1182;Oct;Mazda;Urbana;Hombre;Casado;72;Sedan;Medio;0;2;5mas;No;2022;210.7544332
1183;Feb;Mazda;Urbana;Hombre;Soltero;18;Deportivo;Alto;1;2;5mas;No;2022;89.11812396
1184;Feb;Pontiac;Rural;Hombre;Casado;27;Deportivo;Medio;0;4;5mas;No;2022;52.98603633
1185;Nov;Chevrolet;Rural;Hombre;Casado;59;Sedan;Medio;0;3;5mas;No;2022;43.20732257
1186;Abr;Toyota;Urbana;Mujer;Soltero;22;Sedan;Bajo;0;1;3y;No;2022;608.5332203
1187;Abr;Ford;Urbana;Hombre;Casado;26;Carga;Alto;0;4;5mas;No;2022;225.8773944
1188;Abr;Honda;Urbana;Hombre;Casado;47;Sedan;Medio;0;4;5mas;No;2022;254.2332447
1189;May;Toyota;Urbana;Hombre;Casado;28;Sedan;Bajo;0;3;5mas;No;2022;87.09932425
1190;Jun;VW;Rural;Hombre;Casado;28;Sedan;Medio;0;1;5mas;No;2022;30.42874138
1191;Jul;Honda;Urbana;Hombre;Soltero;23;Sedan;Bajo;0;2;5mas;No;2022;146.4738002
1192;Feb;Toyota;Urbana;Hombre;Casado;55;Sedan;Bajo;1;4;5mas;No;2022;208.9935013
1193;Ago;Toyota;Urbana;Hombre;Casado;45;Sedan;Bajo;0;1;5mas;No;2022;28.39477283
1194;Ago;Mazda;Urbana;Mujer;Casado;39;Deportivo;Bajo;0;4;5mas;No;2022;203.4417231
1195;Nov;Toyota;Urbana;Hombre;Otro;44;Deportivo;Medio;0;4;5mas;No;2022;163.8971806
1196;Nov;Mazda;Urbana;Mujer;Casado;42;Deportivo;Medio;0;4;5mas;No;2022;322.8907434
1197;Nov;Ford;Urbana;Hombre;Casado;66;Sedan;Medio;0;2;5mas;No;2022;169.8132508
1198;Nov;Pontiac;Urbana;Hombre;Soltero;31;Deportivo;Bajo;0;4;5mas;No;2022;34.11182301
1199;Nov;Chevrolet;Urbana;Hombre;Casado;37;Sedan;Bajo;0;1;5mas;No;2022;63.38703305
1200;Feb;Pontiac;Rural;Hombre;Soltero;30;Sedan;Medio;1;3;5mas;No;2022;98.94008675
1201;Jul;Mazda;Urbana;Hombre;Casado;39;Sedan;Bajo;0;1;5mas;No;2022;121.7032841
1202;Jul;Honda;Urbana;Hombre;Casado;42;Deportivo;Bajo;0;3;5mas;No;2022;203.475536
1203;Jun;Mazda;Urbana;Hombre;Casado;35;Deportivo;Medio;0;1;5mas;No;2022;87.68629596
1204;Feb;Honda;Urbana;Hombre;Soltero;0;Deportivo;Alto;0;2;0y;No;2022;185.4651048
1205;Abr;Chevrolet;Urbana;Hombre;Casado;29;Deportivo;Alto;0;4;5mas;No;2022;393.576639
1206;Abr;Pontiac;Urbana;Hombre;Casado;48;Deportivo;Bajo;0;1;5mas;No;2022;304.4549261
1207;Abr;Toyota;Urbana;Hombre;Soltero;23;Deportivo;Bajo;0;3;5mas;No;2022;253.5497613
1208;Abr;Pontiac;Urbana;Mujer;Soltero;28;Sedan;Bajo;0;3;5mas;No;2022;133.7608314
1209;Mar;Mazda;Urbana;Hombre;Soltero;32;Sedan;Bajo;0;3;5mas;No;2022;111.2652928
1210;Mar;Dodge;Urbana;Hombre;Casado;36;Deportivo;Medio;0;2;5mas;No;2022;271.2590236
1211;Oct;Toyota;Urbana;Hombre;Casado;27;Deportivo;Bajo;0;1;5mas;No;2022;130.3244098
1212;Sep;Honda;Urbana;Hombre;Casado;34;Deportivo;Bajo;0;4;5mas;No;2022;275.7060988
1213;Ago;Honda;Urbana;Hombre;Casado;45;Deportivo;Medio;0;1;5mas;No;2022;27.29996407
1214;Ago;Toyota;Urbana;Hombre;Soltero;26;Sedan;Bajo;0;1;5mas;No;2022;97.98403184
1215;Jul;Pontiac;Urbana;Hombre;Soltero;22;Deportivo;Bajo;0;2;5mas;No;2022;70.02388589
1216;Jul;Honda;Urbana;Hombre;Casado;34;Deportivo;Alto;0;4;0y;No;2022;88.92267836
1217;Jul;Pontiac;Urbana;Hombre;Soltero;23;Sedan;Medio;0;2;5mas;No;2022;160.6532832
1218;Jul;Pontiac;Urbana;Hombre;Soltero;35;Sedan;Bajo;0;3;5mas;No;2022;230.6898366
1219;Jul;Pontiac;Urbana;Hombre;Casado;30;Sedan;Bajo;0;1;5mas;No;2022;254.6989298
1220;Jul;Pontiac;Urbana;Hombre;Soltero;28;Sedan;Bajo;0;3;5mas;No;2022;130.6402656
1221;Jun;Mazda;Urbana;Hombre;Soltero;33;Sedan;Bajo;0;1;5mas;No;2022;151.010526
1222;May;Mazda;Urbana;Hombre;Soltero;33;Sedan;Bajo;0;1;5mas;No;2022;101.4588914
1223;May;Toyota;Urbana;Hombre;Casado;32;Sedan;Bajo;0;1;5mas;No;2022;28.90179124
1224;Feb;Mazda;Urbana;Hombre;Casado;57;Sedan;Bajo;1;1;5mas;No;2022;112.4132161
1225;May;Mazda;Urbana;Hombre;Casado;37;Deportivo;Alto;0;3;5mas;No;2022;22.55987212
1226;Abr;Honda;Urbana;Hombre;Casado;56;Sedan;Bajo;0;2;5mas;No;2022;103.3473594
1227;Feb;Ford;Urbana;Hombre;Casado;62;Sedan;Medio;0;1;5mas;No;2022;56.71588079
1228;Dic;Accura;Rural;Hombre;Casado;43;Sedan;Bajo;0;3;5mas;No;2022;57.82226003
1229;Dic;Pontiac;Urbana;Hombre;Casado;43;Sedan;Bajo;0;3;5mas;No;2022;123.2923666
1230;Ene;Chevrolet;Rural;Hombre;Soltero;61;Sedan;Medio;0;4;5mas;No;2022;103.951954
1231;Ene;Toyota;Urbana;Mujer;Soltero;34;Deportivo;Bajo;0;3;5mas;No;2022;244.0122054
1232;Feb;Mazda;Urbana;Hombre;Casado;52;Sedan;Bajo;1;3;5mas;No;2022;33.73290938
1233;Dic;Honda;Urbana;Mujer;Casado;48;Sedan;Bajo;0;4;5mas;No;2022;105.8336912
1234;Nov;Mazda;Urbana;Hombre;Casado;45;Sedan;Bajo;0;2;5mas;No;2022;189.2873658
1235;Jun;Honda;Urbana;Hombre;Casado;39;Sedan;Bajo;0;3;5mas;No;2022;48.60335705
1236;Jun;Pontiac;Urbana;Hombre;Soltero;31;Deportivo;Bajo;0;1;5mas;No;2022;129.2598483
1237;Mar;Pontiac;Urbana;Hombre;Casado;37;Sedan;Medio;0;4;5mas;No;2022;246.5624351
1238;Abr;Honda;Urbana;Hombre;Soltero;38;Sedan;Bajo;0;4;5mas;No;2022;24.92986021
1239;Mar;Pontiac;Rural;Hombre;Casado;59;Sedan;Medio;0;2;5mas;No;2022;161.8441057
1240;Mar;Pontiac;Rural;Hombre;Soltero;27;Sedan;Bajo;0;4;5mas;No;2022;58.96009383
1241;Mar;Chevrolet;Urbana;Hombre;Soltero;34;Deportivo;Medio;0;1;5mas;No;2022;37.49277485
1242;Mar;Toyota;Urbana;Hombre;Casado;58;Sedan;Bajo;0;2;5mas;No;2022;168.0377288
1243;Mar;Nisson;Urbana;Hombre;Casado;58;Sedan;Medio;0;3;5mas;No;2022;55.2386796
1244;Sep;Honda;Urbana;Hombre;Soltero;0;Deportivo;Alto;0;2;0y;No;2022;67.23331802
1245;Oct;Honda;Urbana;Hombre;Casado;35;Sedan;Medio;0;3;5mas;No;2022;329.9310649
1246;Ene;Honda;Urbana;Hombre;Casado;36;Sedan;Bajo;0;1;5mas;No;2022;170.5315196
1247;Ene;Toyota;Urbana;Hombre;Casado;43;Sedan;Bajo;0;3;5mas;No;2022;238.7103365
1248;Mar;Accura;Urbana;Hombre;Soltero;35;Deportivo;Medio;0;2;5mas;No;2022;223.4119838
1249;Feb;Toyota;Urbana;Hombre;Casado;61;Sedan;Bajo;0;1;5mas;No;2022;169.0529797
1250;Feb;Honda;Rural;Hombre;Casado;49;Deportivo;Alto;0;3;5mas;No;2022;22.87305085
1251;Ene;Toyota;Urbana;Hombre;Casado;44;Sedan;Bajo;0;4;5mas;No;2022;95.34686807
1252;Ene;Pontiac;Urbana;Hombre;Soltero;30;Sedan;Bajo;0;2;5mas;No;2022;439.2748289
1253;Ene;Honda;Urbana;Hombre;Soltero;30;Deportivo;Bajo;0;4;5mas;No;2022;203.0605795
1254;Ago;Toyota;Urbana;Hombre;Casado;29;Sedan;Bajo;0;3;5mas;No;2022;75.62422652
1255;Dic;Toyota;Urbana;Hombre;Casado;57;Deportivo;Medio;0;3;5mas;No;2022;489.2064976
1256;Dic;Chevrolet;Urbana;Hombre;Soltero;29;Sedan;Medio;0;1;5mas;No;2022;243.8351153
1257;Feb;Honda;Urbana;Hombre;Soltero;0;Sedan;Alto;0;3;0y;No;2022;156.22893
1258;Dic;Chevrolet;Urbana;Mujer;Soltero;30;Sedan;Bajo;0;4;5mas;No;2022;192.19827
1259;Dic;Ford;Urbana;Hombre;Casado;60;Carga;Medio;0;2;5mas;No;2022;131.8781153
1260;Ago;Chevrolet;Urbana;Hombre;Casado;42;Sedan;Alto;0;1;5mas;No;2022;162.7835459
1261;Ago;Chevrolet;Urbana;Mujer;Casado;29;Sedan;Bajo;0;4;5mas;No;2022;98.91922735
1262;Sep;Pontiac;Urbana;Hombre;Casado;45;Sedan;Bajo;0;1;5mas;No;2022;22.50188039
1263;Sep;Honda;Urbana;Hombre;Soltero;26;Deportivo;Bajo;0;1;5mas;No;2022;48.25093866
1264;Dic;Toyota;Urbana;Hombre;Casado;37;Sedan;Medio;0;4;5mas;No;2022;73.3301862
1265;Dic;Mazda;Urbana;Hombre;Casado;34;Sedan;Bajo;0;4;5mas;No;2022;3.877257002
1266;Feb;Pontiac;Urbana;Hombre;Casado;52;Sedan;Bajo;0;1;5mas;No;2022;115.1092372
1267;Dic;Toyota;Urbana;Hombre;Soltero;24;Sedan;Bajo;0;4;4y;No;2022;296.2866821
1268;Dic;Honda;Urbana;Hombre;Casado;39;Sedan;Bajo;0;3;5mas;No;2022;10.76261656
1269;Dic;Pontiac;Urbana;Hombre;Casado;43;Carga;Alto;0;4;5mas;No;2022;136.5272182
1270;Dic;Pontiac;Urbana;Mujer;Soltero;27;Sedan;Bajo;0;4;5mas;No;2022;258.5426907
1271;Dic;Chevrolet;Urbana;Hombre;Casado;36;Carga;Alto;0;1;5mas;No;2022;175.5431924
1272;Dic;Pontiac;Urbana;Hombre;Soltero;18;Sedan;Medio;0;3;2y;No;2022;210.9902072
1273;Dic;Honda;Urbana;Hombre;Casado;27;Sedan;Medio;0;3;5mas;No;2022;104.2411896
1274;Sep;Pontiac;Urbana;Hombre;Casado;49;Sedan;Bajo;0;1;5mas;No;2022;265.9853557
1275;Sep;Chevrolet;Urbana;Hombre;Casado;42;Sedan;Bajo;0;3;5mas;No;2022;161.7060492
1276;Sep;VW;Urbana;Hombre;Soltero;42;Sedan;Alto;0;4;5mas;No;2022;162.8548474
1277;Feb;Toyota;Urbana;Hombre;Soltero;29;Sedan;Bajo;0;2;5mas;No;2022;59.3416195
1278;Sep;Honda;Urbana;Mujer;Casado;61;Sedan;Bajo;0;2;5mas;No;2022;208.5249816
1279;Sep;Mazda;Urbana;Mujer;Soltero;30;Sedan;Bajo;0;2;5mas;No;2022;14.41440668
1280;Sep;Pontiac;Urbana;Mujer;Casado;44;Deportivo;Bajo;0;4;5mas;No;2022;135.226781
1281;Sep;Mazda;Urbana;Hombre;Soltero;44;Deportivo;Medio;0;3;5mas;No;2022;65.85651572
1282;Dic;Mazda;Urbana;Hombre;Soltero;21;Deportivo;Medio;0;4;5mas;No;2022;101.6379971
1283;Dic;VW;Urbana;Hombre;Casado;46;Deportivo;Medio;0;3;5mas;No;2022;257.0298613
1284;Dic;Pontiac;Urbana;Hombre;Casado;31;Sedan;Bajo;0;2;5mas;No;2022;202.2705169
1285;Dic;Accura;Urbana;Hombre;Casado;39;Carga;Alto;0;4;5mas;No;2022;168.9438848
1286;Dic;Ford;Urbana;Mujer;Soltero;36;Deportivo;Medio;0;1;5mas;No;2022;142.7601265
1287;Dic;Pontiac;Urbana;Hombre;Casado;42;Carga;Medio;0;3;5mas;No;2022;179.8690731
1288;Sep;Pontiac;Rural;Hombre;Casado;37;Deportivo;Bajo;0;1;5mas;No;2022;225.0245341
1289;Mar;Mazda;Rural;Hombre;Soltero;31;Sedan;Bajo;0;3;5mas;No;2022;19.50853151
1290;Feb;Chevrolet;Urbana;Hombre;Casado;44;Deportivo;Medio;0;4;5mas;No;2022;45.18478223
1291;Feb;Mercury;Urbana;Hombre;Casado;49;Deportivo;Bajo;0;4;5mas;No;2022;77.0566593
1292;Feb;Toyota;Urbana;Hombre;Casado;30;Deportivo;Bajo;0;3;5mas;No;2022;147.4021922
1293;Feb;Pontiac;Urbana;Mujer;Casado;49;Deportivo;Bajo;0;2;5mas;No;2022;202.3387594
1294;Dic;Pontiac;Urbana;Hombre;Casado;26;Sedan;Bajo;0;3;5mas;No;2022;120.2615857
1295;Mar;Toyota;Urbana;Mujer;Casado;33;Deportivo;Bajo;0;2;5mas;No;2022;157.5188025
1296;Sep;Pontiac;Urbana;Mujer;Soltero;30;Sedan;Bajo;0;1;5mas;No;2022;125.6462435
1297;Abr;Pontiac;Urbana;Hombre;Casado;50;Carga;Medio;0;3;5mas;No;2022;57.52742031
1298;Abr;Accura;Urbana;Hombre;Casado;44;Sedan;Alto;0;4;5mas;No;2022;79.92615993
1299;Abr;Honda;Urbana;Hombre;Casado;38;Deportivo;Medio;0;2;5mas;No;2022;268.5680764
1300;Abr;Chevrolet;Urbana;Hombre;Casado;50;Sedan;Bajo;0;2;5mas;No;2022;52.39715111
1301;Jun;Toyota;Urbana;Hombre;Casado;32;Sedan;Bajo;0;3;5mas;No;2022;299.7743874
1302;Oct;Mazda;Urbana;Hombre;Casado;55;Deportivo;Bajo;0;4;5mas;No;2022;250.2216318
1303;Nov;Mazda;Urbana;Hombre;Casado;43;Deportivo;Medio;0;3;5mas;No;2022;466.9536203
1304;Ene;Mazda;Urbana;Hombre;Casado;38;Deportivo;Bajo;0;2;5mas;No;2022;128.430214
1305;Dic;Toyota;Urbana;Hombre;Casado;55;Sedan;Bajo;0;2;5mas;No;2022;170.1995494
1306;May;Toyota;Urbana;Hombre;Casado;25;Sedan;Bajo;0;4;4y;No;2022;140.0297731
1307;Jun;Mazda;Urbana;Hombre;Casado;36;Sedan;Bajo;0;3;5mas;No;2022;197.7078882
1308;Jun;Pontiac;Rural;Hombre;Casado;28;Sedan;Bajo;0;1;5mas;No;2022;239.0819409
1309;Jul;Mazda;Urbana;Mujer;Casado;40;Deportivo;Bajo;0;3;5mas;No;2022;37.76133591
1310;Oct;Chevrolet;Urbana;Hombre;Casado;64;Sedan;Medio;0;3;5mas;No;2022;125.954223
1311;Oct;Chevrolet;Urbana;Hombre;Casado;34;Sedan;Medio;0;1;5mas;No;2022;79.02408651
1312;Dic;Ford;Urbana;Mujer;Soltero;50;Deportivo;Medio;0;3;5mas;No;2022;37.56838009
1313;Nov;BMW;Urbana;Hombre;Casado;53;Sedan;Bajo;0;4;5mas;No;2022;128.4630737
1314;Nov;Pontiac;Urbana;Hombre;Casado;37;Deportivo;Medio;0;1;5mas;No;2022;30.3583104
1315;Jun;Honda;Urbana;Mujer;Casado;26;Sedan;Bajo;0;3;3y;No;2022;43.24016635
1316;Jul;Toyota;Urbana;Hombre;Casado;54;Deportivo;Bajo;0;3;5mas;No;2022;64.02798293
1317;Jul;Chevrolet;Urbana;Hombre;Soltero;26;Sedan;Bajo;0;3;5mas;No;2022;41.32598289
1318;Feb;Honda;Urbana;Hombre;Casado;35;Deportivo;Alto;0;3;0y;No;2022;88.97016944
1319;Nov;Ford;Urbana;Hombre;Soltero;30;Deportivo;Medio;0;4;5mas;No;2022;252.6235349
1320;Jul;Pontiac;Urbana;Hombre;Casado;48;Sedan;Medio;0;4;5mas;No;2022;102.8294405
1321;Feb;Pontiac;Urbana;Hombre;Casado;42;Sedan;Bajo;0;1;5mas;No;2022;129.8807548
1322;Jun;Honda;Urbana;Hombre;Casado;35;Deportivo;Bajo;0;2;5mas;No;2022;236.0538701
1323;Ago;Pontiac;Rural;Hombre;Casado;52;Sedan;Medio;0;3;5mas;No;2022;114.2783888
1324;Jul;Pontiac;Urbana;Hombre;Casado;61;Sedan;Bajo;0;2;5mas;No;2022;396.3907244
1325;Jul;Honda;Urbana;Mujer;Casado;44;Deportivo;Bajo;0;2;5mas;No;2022;85.65894282
1326;Ago;Honda;Urbana;Hombre;Casado;37;Deportivo;Medio;0;3;5mas;No;2022;563.0463912
1327;Ago;Pontiac;Urbana;Hombre;Casado;55;Sedan;Medio;0;4;5mas;No;2022;41.6494447
1328;Oct;Mazda;Urbana;Hombre;Casado;54;Sedan;Bajo;0;1;5mas;No;2022;150.480596
1329;Feb;Honda;Urbana;Hombre;Casado;43;Deportivo;Alto;0;1;5mas;No;2022;52.11054912
1330;Nov;Pontiac;Urbana;Hombre;Casado;35;Deportivo;Bajo;0;1;5mas;No;2022;85.71876784
1331;Nov;Toyota;Urbana;Hombre;Soltero;32;Sedan;Bajo;0;1;5mas;No;2022;73.17311389
1332;May;Chevrolet;Urbana;Hombre;Casado;64;Sedan;Medio;0;2;5mas;No;2022;62.46696686
1333;May;Mazda;Urbana;Mujer;Casado;27;Sedan;Bajo;0;1;5mas;No;2022;117.9223045
1334;Feb;Pontiac;Urbana;Hombre;Casado;48;Sedan;Bajo;0;1;5mas;No;2022;64.98744827
1335;Ago;Pontiac;Urbana;Hombre;Casado;31;Sedan;Bajo;0;1;5mas;No;2022;27.96097708
1336;Ago;Chevrolet;Urbana;Hombre;Casado;49;Sedan;Alto;0;2;5mas;No;2022;135.7973157
1337;Ago;Pontiac;Rural;Mujer;Casado;34;Sedan;Bajo;0;2;5mas;No;2022;252.0740383
1338;Oct;Pontiac;Urbana;Hombre;Casado;42;Deportivo;Bajo;0;1;5mas;No;2022;177.5426234
1339;Feb;Honda;Urbana;Hombre;Soltero;29;Sedan;Bajo;1;3;5mas;No;2022;296.8277265
1340;Nov;Toyota;Urbana;Hombre;Casado;35;Deportivo;Medio;0;1;5mas;No;2022;115.0088767
1341;Nov;Pontiac;Urbana;Hombre;Casado;47;Deportivo;Bajo;0;3;5mas;No;2022;142.3075485
1342;Sep;Toyota;Urbana;Hombre;Casado;40;Sedan;Bajo;0;2;5mas;No;2022;32.62743639
1343;Ago;Pontiac;Urbana;Hombre;Casado;37;Deportivo;Bajo;0;1;5mas;No;2022;132.4378617
1344;May;Pontiac;Urbana;Hombre;Soltero;29;Sedan;Bajo;0;1;5mas;No;2022;51.99170421
1345;Abr;Honda;Urbana;Hombre;Casado;36;Sedan;Bajo;0;2;5mas;No;2022;88.94962062
1346;Abr;Honda;Urbana;Hombre;Casado;49;Deportivo;Alto;0;2;5mas;No;2022;191.9061901
1347;Abr;Chevrolet;Urbana;Hombre;Casado;56;Sedan;Alto;0;3;5mas;No;2022;90.52727382
1348;Abr;Pontiac;Urbana;Hombre;Casado;43;Sedan;Medio;0;1;5mas;No;2022;17.61145218
1349;Dic;Mazda;Urbana;Mujer;Soltero;26;Sedan;Bajo;0;3;5mas;No;2022;68.88619997
1350;Dic;Mercury;Urbana;Hombre;Casado;53;Sedan;Bajo;0;1;5mas;No;2022;16.64415496
1351;Dic;Chevrolet;Urbana;Hombre;Casado;50;Sedan;Bajo;0;2;5mas;No;2022;198.5036916
1352;Dic;Chevrolet;Urbana;Mujer;Casado;32;Deportivo;Medio;0;4;3y;No;2022;65.15149938
1353;Nov;Pontiac;Urbana;Hombre;Soltero;33;Sedan;Bajo;0;3;5mas;No;2022;65.55262166
1354;Nov;Honda;Urbana;Hombre;Casado;43;Sedan;Bajo;0;2;5mas;No;2022;205.9450388
1355;Oct;Toyota;Urbana;Mujer;Soltero;37;Sedan;Bajo;0;1;5mas;No;2022;16.65634036
1356;Sep;Toyota;Urbana;Hombre;Soltero;33;Sedan;Bajo;0;3;5mas;No;2022;5.429864253
1357;Sep;Toyota;Urbana;Mujer;Casado;49;Sedan;Bajo;0;3;5mas;No;2022;322.4764097
1358;Sep;Chevrolet;Urbana;Hombre;Soltero;43;Carga;Alto;0;3;5mas;No;2022;220.649978
1359;Sep;Toyota;Urbana;Hombre;Soltero;28;Sedan;Bajo;0;3;5mas;No;2022;14.44456452
1360;Sep;Honda;Urbana;Mujer;Soltero;30;Deportivo;Bajo;0;3;5mas;No;2022;34.37861075
1361;Sep;Chevrolet;Urbana;Mujer;Soltero;28;Deportivo;Bajo;0;3;5mas;No;2022;68.81058689
1362;Ago;Mazda;Urbana;Hombre;Casado;49;Sedan;Bajo;0;4;5mas;No;2022;76.76103605
1363;Ago;Mazda;Rural;Hombre;Casado;51;Sedan;Bajo;0;2;5mas;No;2022;184.8085662
1364;Jul;Honda;Urbana;Hombre;Casado;39;Sedan;Bajo;0;1;5mas;No;2022;47.01391869
1365;Jun;Honda;Urbana;Hombre;Soltero;0;Sedan;Alto;0;2;0y;No;2022;84.23850964
1366;Jun;Honda;Urbana;Hombre;Casado;32;Sedan;Bajo;0;1;5mas;No;2022;176.6295538
1367;Feb;Mazda;Urbana;Hombre;Casado;38;Sedan;Bajo;0;1;5mas;No;2022;20.42255778
1368;Nov;Honda;Urbana;Mujer;Soltero;26;Deportivo;Bajo;0;2;5mas;No;2022;58.09015668
1369;Nov;Toyota;Urbana;Hombre;Casado;31;Sedan;Medio;0;4;5mas;No;2022;192.1251423
1370;Nov;Pontiac;Urbana;Hombre;Casado;63;Deportivo;Medio;0;3;5mas;No;2022;234.3246005
1371;Ago;Pontiac;Urbana;Mujer;Casado;36;Sedan;Medio;0;1;5mas;No;2022;510.2439272
1372;Jul;Pontiac;Urbana;Hombre;Casado;35;Sedan;Bajo;0;1;5mas;No;2022;51.15730299
1373;May;Pontiac;Urbana;Hombre;Casado;37;Sedan;Bajo;0;3;5mas;No;2022;318.3096101
1374;May;Pontiac;Urbana;Mujer;Casado;40;Sedan;Bajo;0;4;5mas;No;2022;52.9128519
1375;Abr;Toyota;Urbana;Hombre;Casado;47;Deportivo;Medio;0;4;5mas;No;2022;147.0385382
1376;Abr;Toyota;Urbana;Hombre;Soltero;49;Sedan;Medio;0;2;5mas;No;2022;60.33719836
1377;Abr;Pontiac;Urbana;Hombre;Casado;63;Deportivo;Bajo;0;2;5mas;No;2022;90.83410745
1378;Nov;Honda;Urbana;Hombre;Casado;51;Sedan;Medio;0;3;5mas;No;2022;125.570134
1379;Oct;Honda;Urbana;Hombre;Casado;32;Deportivo;Bajo;0;4;5mas;No;2022;42.92920136
1380;Oct;Toyota;Urbana;Hombre;Casado;45;Deportivo;Bajo;0;1;5mas;No;2022;124.9117941
1381;Oct;Pontiac;Urbana;Hombre;Soltero;30;Deportivo;Medio;0;2;5mas;No;2022;80.42121808
1382;Sep;Toyota;Urbana;Hombre;Soltero;22;Sedan;Bajo;0;4;3y;No;2022;403.3929315
1383;Sep;Mazda;Urbana;Hombre;Casado;53;Deportivo;Alto;0;1;5mas;No;2022;32.53972597
1384;Ago;Chevrolet;Rural;Hombre;Casado;28;Carga;Alto;0;3;5mas;No;2022;153.5491352
1385;Ago;Honda;Urbana;Hombre;Casado;33;Deportivo;Alto;0;4;5mas;No;2022;222.5295265
1386;Jul;Honda;Urbana;Hombre;Soltero;28;Sedan;Bajo;0;4;4y;No;2022;172.220799
1387;Jun;Toyota;Rural;Mujer;Casado;40;Deportivo;Bajo;0;1;5mas;No;2022;160.4028527
1388;Jun;Toyota;Urbana;Hombre;Casado;49;Sedan;Medio;0;2;5mas;No;2022;199.0053448
1389;May;Pontiac;Urbana;Hombre;Soltero;20;Sedan;Bajo;0;2;3y;No;2022;95.40590224
1390;May;Mazda;Urbana;Hombre;Casado;46;Sedan;Bajo;0;4;5mas;No;2022;58.77263957
1391;May;Mazda;Urbana;Mujer;Casado;36;Sedan;Bajo;0;3;5mas;No;2022;147.7955078
1392;May;Ford;Urbana;Hombre;Casado;43;Deportivo;Medio;0;3;5mas;No;2022;270.6042682
1393;Abr;Pontiac;Urbana;Hombre;Soltero;24;Sedan;Bajo;0;3;5mas;No;2022;126.6539557
1394;Abr;Toyota;Urbana;Hombre;Casado;32;Sedan;Bajo;0;2;5mas;No;2022;153.2083828
1395;Feb;Toyota;Rural;Hombre;Casado;65;Sedan;Bajo;1;3;5mas;No;2022;81.66608118
1396;Dic;Honda;Urbana;Hombre;Casado;60;Sedan;Bajo;0;1;5mas;No;2022;160.602881
1397;Feb;Pontiac;Urbana;Hombre;Soltero;33;Sedan;Medio;1;2;5mas;No;2022;16.45847262
1398;Mar;Toyota;Urbana;Hombre;Casado;27;Deportivo;Medio;0;3;5mas;No;2022;224.6815964
1399;Mar;Toyota;Urbana;Hombre;Casado;28;Sedan;Bajo;0;4;5mas;No;2022;285.4340836
1400;Ene;Toyota;Urbana;Hombre;Soltero;18;Deportivo;Bajo;0;3;3y;No;2022;156.3056793
1401;Dic;VW;Urbana;Hombre;Soltero;34;Sedan;Alto;0;2;5mas;No;2022;183.0099747
1402;Sep;Mazda;Urbana;Hombre;Casado;63;Sedan;Bajo;0;4;5mas;No;2022;69.14509626
1403;Dic;Pontiac;Urbana;Hombre;Soltero;48;Carga;Alto;0;3;5mas;No;2022;67.47468291
1404;Dic;Mazda;Urbana;Mujer;Soltero;32;Sedan;Medio;0;3;5mas;No;2022;49.49163665
1405;Dic;Pontiac;Urbana;Mujer;Soltero;55;Deportivo;Bajo;0;1;5mas;No;2022;19.03824584
1406;Dic;Honda;Urbana;Mujer;Soltero;41;Deportivo;Bajo;0;3;5mas;No;2022;42.93769463
1407;Dic;Honda;Urbana;Hombre;Casado;56;Sedan;Bajo;0;4;5mas;No;2022;28.49588577
1408;Dic;Honda;Urbana;Hombre;Casado;37;Sedan;Medio;0;1;5mas;No;2022;261.0990425
